parkCode,name,totalSites,latitude,longitude,numberOfSitesFirstComeFirstServe,numberOfSitesReservable,description,operatingHours,reservationInfo,id,reservationUrl
isro,Moskey Basin Campground,10,48.0612309,-88.6447744,8,2,"Moskey Basin Campground is located in Moskey Basin at the west end of Rock Harbor Channel, off of the Indian Portage and Rock Harbor Trails.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Two individual tent sites, six shelters, and two group tent sites are available.  Normal conditions for depth at dock 8'.  Boats can overnight at dock.  Canoe/kayak access from Rock Harbor Channel or via 2.0 mile portage from Lake Richie.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Moskey Basin Campground'}]","Individual tent sites and shelters are first come, first serve.  Group tent sites must be reserved in advance.",AC9D778B-7792-420B-A55A-6E1AA558042F,
isro,Chippewa Harbor Campground,7,48.02892518,-88.65041971,6,1,"Chippewa Harbor Campground is located in Chippewa Harbor, on the south shore of Isle Royale National Park.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Two individual tent sites, four shelters, and one group site.  Boats can stay overnight at dock.  Normal conditions of depth at dock is 7'.  Canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Chippewa Harbor Campground'}]","Individual tent sites and shelters are first come, first serve.  Group site needs to be reserved in advance.",ECF46E27-F335-4766-9140-56A8D2AAC209,
isro,Pickerel Cove Campground,1,48.12409202,-88.65231872,1,0,Pickerel Cove Campground is located in Pickerel Cove on the north shore of Isle Royale National Park.  Consecutive night stay limit is two nights from June 1 - Labor Day annually.  One individual tent site is available.  No dock for boats.  Canoe/kayak access from Pickerel Cove or via .1 mile portage from Lake Superior.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Pickerel Cove Campground'}]","Individual tent site first come, first serve.",CC016A4C-E0FA-4042-A148-5A1AA75E5AAD,
isro,Lake Richie Campground,6,48.05203774,-88.68176937,4,2,"Lake Richie Campground is located on the north shore of Lake Richie, off of the Indian Portage Trail.  Consecutive night stay limit is two nights from June 1 - Labor Day annually.  There are four individual tent sites and two group tent sites.  No boat access.  Canoe/kayak access from .6 mile portage from Intermediate Lake, 2.0 mile portage from Moskey Basin, 1.2 miles portage from Chippewa Harbor, and .6 mile portage from Lake LeSage.  Paddlers may want to consider staying at Lake Richie Canoe Campground.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Lake Richie Campground'}]","Individual tent sites are first come, first serve.  Group tent sites must be reserved in advance.",5B9B3451-F0DD-4BD3-9EB7-7AEF691285DD,
isro,Birch Island Campground,2,48.1098275,-88.68586242,2,0,"Small campground on Birch Island, near the mouth of McCargoe Cove, on the north side of Isle Royale National Park.  Consecutive night stay limit of 3 nights June 1 - Labor Day annually.  One individual tent site and one shelter on site.  Normal conditions of depth at dock is 5'.  Boats can stay overnight at dock.  Canoe/kayak accessible.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Birch Island Campground'}]","First come, first serve.",33204668-CC4F-4F22-8041-CE65C86B47F7,
isro,East Chickenbone Campground,4,48.07463813,-88.69659662,3,1,"An inland campground located on the east end of Chickenbone Lake, off of the East Chickenbone Trail.  Consecutive night stay limit is two nights from June 1 - Labor Day annually.  Three individual tent sites and one group site.  No boater access.  Canoe/kayak access using 1.2 mile portage from McCargoe Cove or .2 mile portage from Lake Livermore.  Be aware that the campground is not on the shoreline - West Chickenbone Campground is more accessible for watercraft.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'East Chickenbone Campground'}]","Individual tent site first come, first serve.  Group site needs to be reserved in advance.",4C757AF8-2F39-49A8-A624-F63EB7F5BA90,
isro,Lake Richie Canoe Campground,3,48.04304358,-88.70064139,3,0,"Lake Richie Canoe Campground is located on the north shore of Lake Richie.  Consecutive night stay limit is two nights.  There are three individual tent sites available.  No boat access.  Canoe/kayak access via the .6 mile portage from Intermediate Lake, the 1.2 mile portage from Chippewa Harbor, the 2.0 mile portage from Moskey Basin, and the .6 mile portage from Lake LeSage.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Lake Richie Canoe Campground'}]","Individual tent sites are first come, first serve.",56BEF8CE-2E4F-467E-B548-3B8DB0E28C92,
isro,Lake Whittlesey Campground,3,48.00715174,-88.70816231,3,0,Lake Whittlesey Campground is located on the north shore of Lake Whittlesey.  Consecutive night stay limit is  two nights.  Three individual tent sites are available.  No boat access.  Canoe/kayak access via .6 mile portage from Wood Lake and .6 mile portage from Chippewa Harbor.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Lake Whittlesey Campground'}]","Individual tent sites are first come, first serve.",BCBF894F-DF97-4EAE-804B-CAF0E4237A8B,
isro,McCargoe Cove Campground,12,48.08744682,-88.70837688,9,3,"McCargoe Cove Campground is located in McCargoe Cove, on the north shore of Isle Royale National Park, off of the Indian Portage and East Chickenbone Trails.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Three individual tent sites, six shelters, and three group tent sites are available. Normal conditions for depth at dock is 7'.  Boats can overnight at dock.  Canoe/kayak access from Lake Superior or 1.2 mile portage from Chickenbone Lake.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'McCargoe Cove Campground'}]","Individual tent sites and shelters are first come, first serve.  Group tent sites must be reserved in advance.",9D2E311B-C207-4DCF-94B3-DE542132D2C3,
isro,Intermediate Lake Campground,3,48.03384698,-88.71844053,3,0,Intermediate Lake Campground is located on the shoreline of Intermediate Lake.  Consecutive night stay limit is two nights.  Three individual tent sites are available.  Intermediate Lake can be accessed via a .6 mile portage from Lake Richie or a .4 mile portage from Siskiwit Lake.  No boat access.  Canoe/kayak access.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Intermediate Lake Campground'}]","Individual tent sites are first come, first serve.",A8605BC4-C81C-4F67-8AC3-FC14363304C3,
isro,West Chickenbone Campground,9,48.06402751,-88.72414827,6,3,"West Chickenbone Campground is located on the west end of Chickenbone Lake, off of the Indian Portage Trail.  Consecutive night stay limit is two nights from June 1 - Labor Day annually.  Six individual tent sites and three group sites.  No boater access.  Canoe/kayak access from the 1.2 mile portage from McCargoe Cove or the .2 mile portage from Lake Livermore.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'West Chickenbone Campground'}]","Individual tent sites are first come, first serve.  Group tent sites must be reserved in advance.",A0363A97-D1E8-46F8-A75E-3DF8BC93DC39,
isro,Wood Lake Campground,3,48.00897492,-88.7390399,3,0,Wood Lake Campground is located on the north shore of Wood Lake.  Consecutive night stay limit is two nights from June 1 - Labor Day annually.  Three individual tent sites are available.  Wood Lake can be accessed via a .6 mile portage from Lake Whittlesey or from Siskiwit Lake.  No boat access.  Canoe/kayak access.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Wood Lake Campground'}]","Individual tent sites are first come, first serve.",A1EAF11C-75D8-484B-8BB2-985F61951BAD,
isro,Malone Bay Campground,7,47.9852993,-88.8074179,5,2,"Malone Bay Campground is located in Malone Bay, on the south shore of Isle Royale National Park, off of the Ishpeming Trail.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Five shelters and two group tent sites are available.  Normal conditions for depth at dock is 3'-6'.  Boats can overnight at dock.  Canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Malone Bay Campground'}]","Shelters are first come, first serve.  Group tent sites must be reserved in advance.",F8782C74-5524-40BD-9FFE-1B2FB984136B,
isro,Todd Harbor Campground,9,48.05099066,-88.82231712,6,3,"Todd Harbor Campground is located in Todd Harbor on the north shore of Isle Royale National Park, off of the Minong Ridge Trail.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Five individual tent sites, one shelter, and three group tent sites are available.  Normal conditions for depth at dock is 2'.  Boats can overnight at dock.  Canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Todd Harbor Campground'}]","Individual tent sites and shelters are first come, first serve.  Group tent sites are reserved in advance only.",7EAD356B-38CC-48FC-8139-8729BC4CC5F1,
isro,Hatchet Lake Campground,8,48.0210773,-88.8506918,5,3,Hatchet Lake Campground is located on Hatchet Lake off of the Hatchet Lake Trail.  Consecutive night stay limit is two nights from June 1 - Labor Day annually.  There are five individual tent sites and three group tent sites.  No boat access.  No canoe/kayak access.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Hatchet Lake Campground'}]","Individual tent sites are first come, first serve.  Group tent sites must be reserved in advance.",374DF57A-1323-4107-B5B2-5C31633CEB80,
isro,Little Todd Campground,4,48.0202495,-88.9264975,4,0,"Little Todd Campground is located in Little Todd, on the north shore of Isle Royale National Park, off of the Minong Ridge Trail.  Consecutive night stay limit is two nights.  Four individual tent sites are available.  No boat access.  Canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Little Todd Campground'}]","Individual tent sites are first come, first serve.",5FEBB647-6237-4F47-B304-95C564E66B3D,
isro,Hay Bay Campground,1,47.9340221,-88.93991,1,0,Hay Bay Campground is located in Hay Bay on the south shore of Isle Royale National Park.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  One individual tent site is available.  Normal conditions of depth at dock is 3'-7'.  Boats can overnight at dock.  Canoe/kayak access.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Hay Bay Campground'}]","Individual tent site is first come, first serve.",59C82327-07CE-4C77-BEB3-29BDABA8A60F,
isro,South Lake Desor Campground,10,47.97001377,-88.97192001,7,3,South Lake Desor Campground is located on the south side of Lake Desor off of the Greenstone Ridge Trail.  The consecutive night stay limit if two nights from June 1 - Labor Day.  There are seven individual tent sites and three group sites.  No boat access.  No canoe/kayak access.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'South Lake Desor Campground'}]","Individual tent sites are first come, first serve.  Group tent sites must be reserved in advance.",E39D6E00-78C0-445C-BBDB-EF9D9CD25BE2,
isro,North Desor Campground,3,47.9811222,-88.9937201,3,0,North Desor Campground is located on the north side of Lake Desor off of the Minong Ridge Trail.  Consecutive night stay limit is two nights from June 1 - Labor Day.  Three individual tent sites are available.  No boat access.  No canoe/kayak access.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'North Desor Campground'}]","Individual tent sites are first come, first serve.",8EB31DC6-1B15-4036-87CA-F97589FC77DD,
isro,Siskiwit Bay Campground,9,47.8899738,-88.9982367,6,3,"Siskiwit Bay Campground is located in Siskiwit Bay on the southwest end of Isle Royale National Park, off of the Island Mine and Feldtmann Ridge Trails.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Four individual tent sites, two shelters, and three group tent sites are available.  Normal conditions for depth at dock are 2'-6'.  Boats can overnight at dock.  Canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Siskiwit Bay Campground'}]","Individual tent sites and shelters are first come, first serve.  Group tent sites must be reserved in advance.",5FEDA142-5FE2-4F88-92A4-951C1C78EEBE,
isro,Island Mine Campground,6,47.9306346,-89.0397101,4,2,"Island Mine Campground is located .5 miles south from the junction of the Greenstone and Island Mine Trails, on the Island Mine Trail.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Four individual tent sites and two group tent sites are available.  No boat access.  No canoe/kayak access.  An accessible stream is located south of the campground for water.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Island Mine Campground'}]","Individual tent sites are first come, first serve.  Group tent sites must be reserved in advance.",A7F66044-BE85-43D4-8BCF-7475CF00018E,
isro,Washington Creek Campground,19,47.9166009,-89.15589809,15,4,"Washington Creek Campground is located along Washington Creek near Windigo on the southwest end of Isle Royale, off of the Feldtmann Lake, Minong, ,and Greenstone Ridge Trails.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Five individual tent sites, ten shelters, and four group tent sites are available.  Boats can stay at Windigo Dock (average depth at dock 4'-20') or stay and walk .3 miles to campground.  Canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Washington Creek Campground'}]","Individual tent sites and shelters are first come, first serve.  Group tent sites must be reserved in advance only.",06226BC6-9AD8-40D8-A9B0-35997490B33D,
isro,Beaver Island Campground,3,47.9044353,-89.1741783,3,0,"A three shelter campground on Beaver Island in the center of Washington Harbor, near Windigo.  All the shelters face the water.  Consecutive stay night limit of 3 nights effective from 6/1 - Labor Day annually.  Three shelters on site. Normal conditions for depth at dock is 2' - 5'.  Boats can stay at dock overnight.  Canoe/kayak accessible.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Beaver Island Campground'}]","First come, first serve.",D3397636-7BAA-419B-A634-9C53D6AD7E55,
isro,Hugunnin Cove Campground,5,47.93488334,-89.17531729,5,0,"Hugunnin Cove Campground is located at Hugunnin Cove, on the north shore of Isle Royale National Park, off of the West and East Hugunnin Cove Trails.  Consecutive night stay limit is three nights from June 1 - Labor Day annually.  Five individual tent sites are available.  No dock available for boats.  Canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Hugunnin Cove Campground'}]","Individual tent sites are first come, first serve.",12DB0F9A-5D56-4117-B66A-A66C6A1C2E33,
isro,Feldtmann Lake Campground,7,47.84766919,-89.18128252,5,2,"Feldtmann Lake Campground is located on the shoreline of Feldtmann Lake, off the Feldtmann Lake and Feldtmann Ridge Trails, on the southwest end of Isle Royale National Park.  Consecutive night stay limit is two nights from June 1 - Labor Day annually.  There are five individual tent sites and two group tent sites.  No boat access.  No canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Feldtmann Lake Campground'}]","Individual tent sites are first come, first serve.  Group tent sites must be reserved in advance.",D8A2C986-6DAD-48A9-8A0D-93133EE7C4C5,
isro,Grace Island Campground,2,47.8828403,-89.2162162,2,0,"Grace Island Campground is located on Grace Island, outside of Washington Harbor, on the southwest end of Isle Royale National Park.  Consecutive night stay limit it three nights from June 1 - Labor Day annually.  There are two shelters available.  Normal conditions of depth at dock is 2'-4'.  Boats can dock overnight.  Canoe/kayak access.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-01', 'name': 'Park Closed', 'endDate': '2020-04-15'}], 'description': 'The campground is open from April 16 - October 31 (the park operating season) annually, 24 hours a day.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Grace Island Campground'}]","Shelters are first come, first serve.",4A23813E-3190-4E4F-8272-0001F57A049C,
